79757,له_IN|تېرې_JJ|یوې_DT|لسیزې_NN.C.1.F|راهیسې_RB|د_IN|دغه_DT|ګوند_NN.C.1.M|پر_IN|غړو_NN.C.2|د_IN|بریدونو_NN.C.2|لړۍ_NN.C.1.F|روانه_JJ|ده_VB.PC
47244,د_IN|طالبانو_NN.C.2|ویاند_NN.C.1.M|ذبیح الله مجاهد_NN.P|د_IN|طالبانو_NN.C.2|له خوا_RB|په_IN|لوی شمېر_RB|کې_PT|د_IN|ولسي_JJ|کسانو_NN.C.2|د_IN|نیولو_VB.G|او_CC|وژلو_VB.G|خبره_NN.C.1.F|بې بنسټه_JJ|بللې_VB.N|ده_VB.PC
15215,په_IN|همدې_DT|حال_NN.C.1.M|کې_PT|د_IN|برتانیې_JJ|د_IN|محافظه_NN.C.1.F|کار_NN.C.1.M|ګوند_NN.C.1.M|په_IN|یوې_DT|اعلامیې_NN.C.1.F|کې_PT|ویلي_VB.D|چې_CC|دغه_DT|ډول_NN.C.1.M|تورونه_NN.C.2|ډیر_RB|جدي_JJ|بولي_VB.P
31645,د_IN|افغان_JJ|داخله_NN.C.1.F|وزارت_NN.C.1.M|وياند_NN.C.1.F|نصرت_NN.C.1.M|رحيمي_NN.P|لخوا_RB|جاري_JJ|شوي_VB.DX|بيان_NN.C.1.M|کښې_PT|هم_RB|د_IN|اته_NB|پوليس_NN.C.1.M|اهلکارو_NN.C.2|د_IN|مرګ_NN.C.1.M|تصديق_NN.C.1.M|شويدے_VB.DX
79636,له_IN|پاکستاني_JJ|چارواکو_NN.C.2|څخه_PT|يې_PR.C|غوښتي_JJ|چې_CC|دا_DT|شعار_NN.C.2|دي_VB.PC|په_IN|عمل_NN.C.1.M|کي_PT|پلی_NN.C.1.M|کړی_VB.DX
22306,چې_CC|د_IN|طالبانو_NN.C.2|په_IN|مخالفت_NN.C.1.M|یا_CC|خپلمنځي_JJ|اتحاد_NN.C.1.M|لپاره_PT|په_IN|انسجام_NN.C.1.M|بوخت_JJ|دي_VB.PC
53145,د_IN|کرکټ_NN.C.1.M|د_IN|نړیوالې_NN.C.1.F|شورا_NN.C.1.F|د_IN|معلوماتو_NN.C.2|په_IN|اساس_NN.C.1.M|ښاغلي_JJ|افغان_JJ|تر_IN|دې_DT|دمه_NN.C.1.F|ټولې_JJ|۷۴_NB|شل_NB|اوریزې_FX|لوبې_NN.C.1.F|کړې_VB.DX|چې_CC|۱۳۵۱_NB|منډې_NN.C.1.F|یې_PR.C|کړي_VB.DX|دي_VB.PC
67154,ډونلډ_NN.P|ټرمپ_NN.P|او_CC|جو_NN.C.1.M|بایډن_NN.P|امر_NN.C.1.M|منلی_VB.D|او_CC|امریکایي_JJ|پوځیان_NN.C.2|یې_PR.C|له_IN|افغانستان_NN.P|ایستلي_VB.D
80977,له_IN|کورنۍ_NN.C.1.F|جګړې_NN.C.1.F|وروسته_RB|يې_PR.C|بيا_RB|مفرد_JJ|نوم_NN.C.1.M|دود_NN.C.1.M|شو_VB.DX|او_CC|اوس_RB|د_IN|متحده_JJ|ايالاتو_NN.C.2|د_IN|اوسېدونکو_NN.C.2|په_IN|منځ_NN.C.1.M|کې_PT|معياري_JJ|نوم_NN.C.1.M|دی_VB.PC
78994,له_IN|افغانستان_NN.P|او_CC|طالبانو_NN.C.2|سره_PT|د_IN|پاکستان_NN.P|اړیکي_NN.C.2|منتقدین_NN.C.2|پر_IN|پاکستان_NN.P|تور_NN.C.1.M|پورې_PT|کوي_VB.PX|چې_CC|په_IN|افغانستان_NN.P|او_CC|طالبانو_NN.C.2|پورې_PT|خپل_JJ|شرطونه_NN.C.2|غوټه_NN.C.1.F|کوي_VB.PX
63588,دغه_DT|خبره_NN.C.1.F|د_IN|افغانستان_NN.P|لپاره_PT|د_IN|پاکستان_NN.P|د_IN|لومړي وزیر_NN.C.1.M|ځانګړي_JJ|استازي_NN.C.2|صادق_JJ|خان_NN.P|نن_RB|سې_VB.H|شنبه_FX|پر_IN|خپله_JJ|ټوېټر_NN.P|پاڼه_NN.C.1.F|کړې_VB.DX|ده_VB.PC
40619,د_IN|خراساني_NN.P|نه_PT|مخکې_JJ|د_IN|پاکستاني_JJ|طالبانو_NN.C.2|یو_DT|مشر_JJ|هم_RB|د_IN|افغانستان_NN.P|په_IN|ختیځ_NN.C.1.M|کې_PT|د_IN|بې_NG|پیلوټه_NN.C.1.F|یا_CC|ډرون_NN.C.1.M|الوتکې_NN.C.1.F|په_IN|برید_NN.C.1.M|کې_PT|وژل_VB.INF|شوی_VB.DX|و_VB.INF
26149,څنګه_RB|چې_CC|يو_DT|کس_NN.C.1.M|وږی_NN.C.1.M|کېږي_VB.P|همداسې_RB|د_IN|ځينو_JJ|شرايطو_NN.C.2|په_IN|رامنځته_RB|کېدو_VB.G|انسان_NN.C.1.M|غوسه_NN.C.1.F|کېږي_VB.P|هم_RB
68207,رحمت شاه_NN.C.1.M|۵۱_NB|منډې_NN.C.1.F|او_CC|ګلبدین نایب_NN.P|۱۴_NB|منډې_NN.C.1.F|وکړې_VB.H|او_CC|وسوځېدل_VB.D
31474,د_IN|اسلامي_JJ|همکاریو_NN.C.2|سازمان_NN.C.1.M|د_IN|بهرنیو_JJ|چارو_NN.C.1.M|وزیرانو_NN.C.2|ترڅنګ_RB|د_IN|امريکا_NN.P
85609,نسیم_NN.P|یوسفزی_NN.P|غواړي_VB.P|خپل_JJ|هنري_JJ|شیان_NN.C.2|راتلونکي_JJ|کې_PT|د_IN|نندارتون_NN.C.1.M|په_IN|ډول_NN.C.1.M|نندارې_NN.C.1.F|ته_PT|وړاندې_RB|کړي_VB.DX
7616,پاکستان_NN.P|باید_RP|په_IN|افغان_JJ|سوله_NN.C.1.F|کې_PT|د_IN|افغان_JJ|ولس_NN.C.1.M|د_IN|باور_NN.C.1.M|وړ_JJ|رول_NN.C.1.M|ولوبوي_VB.H
55719,د_IN|منظور_JJ|پښتین_NN.P|د_IN|زنداني_JJ|کولو_VB.G|په_IN|اړه_NN.C.1.F|هغه مهال_RB|بي بي سي_NN.P|د_IN|ډېره_NN.C.1.F|اسماعیل خان_NN.P|پولیسو_NN.C.2|یو_DT|رپوټ_NN.C.1.M|ترلاسه_JJ|کړی_VB.DX|و_VB.INF|چې_CC|ادعا_NN.C.1.F|پکې_RB|شوي_VB.DX|وه_VB.DC
82284,متقي_JJ|ته_PT|په_IN|ګروپي_JJ|انځور_NN.C.1.M|کې_PT|د_IN|ګډون_NN.C.1.F|اجازه_NN.C.1.F|نه_PT|ده_VB.PC|ورکړل_VB.D|شوې_VB.DX
2620,افغانستان_NN.P|له_IN|دې_DT|وړاندې_RB|په_IN|۲۰۰۸_NB|او_CC|۲۰۱۲_NB|اولمپیک_NN.P|لوبو_NN.C.2|کې_PT|د_IN|تکواندو_NN.C.2|په_IN|برخه_NN.C.1.F|کې_PT|مډالونه_NN.C.2|ګټلي_VB.D|وو_VB.DC
12917,په_IN|دې_DT|برخه_NN.C.1.F|کې_PT|ډير_JJ|ټینګار_NN.C.1.M|د_IN|افغان_JJ|پوځ_NN.C.1.M|پر_IN|تجهيز_NN.C.1.M|کيدلو_VB.G|سوی_VB.D|وو_VB.DC
31714,د_IN|افغان_JJ|ولسمشر_NN.C.1.M|محمد_NN.P|اشرف غني_NN.P|لومړي_JJ|مرستیال_JJ|امرالله صالح_NN.P|امریکا_NN.P|ته_PT|د_IN|ولسمشر_NN.C.1.M|د_IN|سفر_NN.C.1.M|په_IN|تړاو_NN.C.1.M|جزییات_NN.C.2|خپاره_JJ|کړي_VB.DX|چې_CC|وايي_VB.P
5964,باید_RP|ډېرو_JJ|ځپل_VB.INF|شویو_VB.N|سیمو_NN.C.2|ته_PT|د_IN|فدرالي_JJ|حکومت_NN.C.1.M|بېړنۍ_JJ|مرستې_NN.C.1.F|سملاسي_RB|ورسېږي_VB.H
54156,د_IN|کولمو_NN.C.2|د_IN|راحت_NN.C.1.M|کولو_VB.G|ښه_JJ|کار_NN.C.1.M|کولو_VB.G|او_CC|روغتیا_NN.C.1.M|لپاره_PT|یو_DT|ترټولو_RB|غوره_JJ|شي_VB.H|مستې_NN.C.1.M|دي_VB.PC
9943,په_IN|افغانستان_NN.P|کې_PT|د_IN|کروناویروس_NN.P|وبا_NN.C.1.F|له_IN|پیل_JJ|څخه_PT|تراوسه_RB|د_IN|دغې_DT|ناروغۍ_NN.C.1.F|له امله_RB|د_IN|ټولو_RB|مړو_JJ|شویو_VB.N|کسانو_NN.C.2|شمېر_NN.C.1.M|۶۴۷۷_NB|ته_PT|پورته_RB|شوی_VB.DX|دی_VB.PC
20345,چې_CC|پاکستاني_JJ|چارواکي_NN.C.2|د_IN|طالبانو_NN.C.2|له_IN|واکمنیدو_VB.G|وروسته_RB|په_IN|پرله پسې_RB|ډول_NN.C.1.M|د_IN|افغانستان_NN.P|د_IN|استازیتوب_NN.C.2|تمثیل_NN.C.1.M|کوي_VB.PX
80011,له_IN|دغې_DT|پېښې_NN.C.1.F|وروسته_RB|د_IN|اسرائیل_NN.P|په_IN|یوشمېر_RB|ښارونو_NN.C.2|کې_PT|مظاهرې_NN.C.1.F|وشوې_VB.DX
52844,د_IN|کرکټ_NN.C.1.M|بورډ_NN.C.1.M|اعلامیه_NN.C.1.F|وايي_VB.P|چې_CC|ښاغلي_JJ|شفیق_NN.P|له_IN|قوانینو_NN.C.2|سرغړونه_NN.C.1.F|کړې_VB.DX|وه_VB.DC|او_CC|پرې_RB|شپږ_NB|میاشتې_NN.C.1.F|بندیز_NN.C.1.M|لګول_VB.INF|شوی_VB.DX|و_VB.INF
89429,هغه_DT|ټېنګار_NN.C.1.M|وکړ_VB.DX|چې_CC|د_IN|تېرې_JJ|جمعې_NN.P|پر_IN|ورځ_NN.C.1.M|د_IN|افغانستان_NN.P|کې_PT|ختیځ_NN.C.1.M|کې_PT|پر_IN|داعش_NN.P|وسله وال_JJ|برید_NN.C.1.M|د_IN|امریکا_NN.P|وروستی_JJ|برید_NN.C.1.M|نه_PT|وو_VB.DC
38862,"د_IN|تایوان_NN.P|دفاع_NN.C.1.F|وزیر_NN.P|ویلي_VB.D|،_PU|له_IN|چین_NN.P|سره_PT|یې_PR.C|د_IN|هېواد_NN.C.1.M|پوځي_JJ|ترینګلتیا_NN.C.1.F|په_IN|تېرو_JJ|څلورو_NB|لسیزو_FX|کې_PT|تر_IN|ټولو_RB|لوړې_JJ|کچې_JJ|ته_PT|رسېدلې_VB.D|ده_VB.PC"
23686,چې_CC|له_IN|افغانستان_NN.P|سره_PT|مرسته_NN.C.1.F|وکړي_VB.H|او_CC|دلته_RB|نوی_JJ|جوړ_JJ|شوی_VB.DX|حکومت_NN.C.1.M|په_IN|رسمیت_NN.C.1.M|وپېژني_VB.H
71273,ښاغلي_JJ|مشعل_NN.C.1.M|وويل_VB.INF|زه_PR.P.i|د_IN|خوست_NN.P|له_IN|خلکو_NN.C.2|سره_PT|کلکه_JJ|ژمنه_NN.C.1.F|کوم_RB|چې_CC|دا_DT|لوبغالی_NN.C.1.M|به_BA|په_IN|عادي_JJ|ډول_NN.C.1.M|د_IN|۳۰_NB|زره_NB|ننداره_NN.C.1.F|چيانو_FX|وړتيا_NN.C.1.F|ولري_VB.H
85449,نړیواله ټولنه_NN.P|باید_RP|له_IN|خپلو_JJ|تېروتنو_NN.C.2|زدکړه_NN.C.2|وکړي_VB.H|او_CC|په_IN|پروسه_NN.C.1.F|کې_PT|لاسوهنه_NN.C.1.F|ونکړي_VB.H|بلکې_CC|ملاتړ_NN.C.1.M|یې_PR.C|وکړي_VB.H
23531,چې_CC|ګوزڼ_NN.C.1.M|وهلې_VB.D|ماشومې_NN.C.1.F|هیڅکله_RB|هم_RB|د_IN|پولیو_NN.C.1.M|ضد_JJ|واکسین_NN.C.1.M|نه_PT|دی_VB.PC|اخیستی_VB.D
73154,طالبان_NN.C.2|همدا_DT|راز_NN.C.1.M|تور_NN.C.1.M|لګوي_VB.P|چې_CC|په_IN|افغان_JJ|حکومت_NN.C.1.M|کې_PT|ځینې_JJ|کړۍ_NN.C.1.F|د_IN|خپل_JJ|واک_NN.C.1.M|ساتلو_VB.G|لپاره_PT|د_IN|سولې_NN.C.1.F|پر_IN|وړاندې_RB|خنډونه_NN.C.2|جوړوي_VB.P
16036,پولیو_NN.C.1.M|ته_PT|اوسمهال_RB|د_IN|پښتنو_JJ|ناروغي_NN.C.1.F|هم_RB|ویل_VB.INF|کیږي_VB.P
88321,نوموړی_JJ|وايي_VB.P|حکومتونه_NN.C.2|باید_RP|د_IN|ځوان_JJ|نسل_NN.C.1.M|خبرې_NN.C.1.F|او_CC|ستونزې_NN.C.2|واورې_NN.C.1.F|او_CC|د_IN|هغوی_PR.P.iii|له_IN|انرژۍ_NN.C.1.F|دې_DT|د_IN|هېوادونو_NN.C.2|په_IN|پرمختګ_NN.C.1.M|کې_PT|ګټه_NN.C.1.F|واخلي_VB.H
60643,دا_DT|خبرداری_NN.C.1.M|داسې_RB|مهال_RB|ورکول_VB.INF|کېږي_VB.P|چې_CC|ټوله_JJ|اروپا_NN.P|کې_PT|د_IN|کورونا_NN.P|وېروس_NN.C.1.M|مثبتو_JJ|پېښو_NN.C.2|شمېر_NN.C.1.M|په_IN|زیاتېدو_VB.G|دی_VB.PC|او_CC|حکومتونه_NN.C.2|یې_PR.C|اندېښمن_JJ|کړي_VB.DX
59888,دا_DT|په_IN|په_IN|دې_DT|مانا_NN.C.1.F|چه_FX|مفت_JJ|تعلیم_NN.C.1.M|د_IN|افغانستان_NN.P|په_IN|وس_RB|نه_PT|دي_VB.PC|پوره_JJ
47723,د_IN|طب_NN.C.1.M|سخت_JJ|قوانین_NN.C.2|او_CC|مقررات_NN.C.1.M|د_IN|ډاکټرانو_NN.C.2|د_IN|ځانوژنې_NN.C.1.F|څلورم_NB|علت_NN.C.1.M|ښودل_VB.INF|شوی_VB.DX
72552,صحي_JJ|خوراک_NN.C.1.M|او_CC|د_IN|سګرټو_NN.C.2|نه_PT|څکول_VB.INF|د_IN|شکرې_NN.C.1.F|ناروغۍ_NN.C.1.F|پر_IN|وړاندې_RB|د_IN|مبارزې_NN.C.1.F|غوره_JJ|لارې_NN.C.1.F|بلل_VB.INF|کیږي_VB.P
13057,په_IN|دې_DT|جګړو_NN.C.2|کې_PT|لسګونه_JJ|زره_NB|کسان_NN.C.2|وژل_VB.INF|شوي_VB.DX|او_CC|سلګونه_NB|زره_NB|بې ځایه_JJ|شوي_VB.DX
69129,زما_PR.P$|په شمول_RB|ډېرو_JJ|همکارانو_NN.C.2|ورته_PR.P.iii|د_IN|احتياط_NN.C.1.M|سپارښتنه_NN.C.1.F|کوله_VB.D
4423,او_CC|د_IN|افغانستان_NN.P|جمهور_JJ|ریس_JJ|محمد_NN.P|اشرف غني_NN.P|ورته_PR.P.iii|پراخ_JJ|هرکلی_NN.C.1.M|وکړ_VB.DX
62591,دا_DT|ویروس_NN.C.1.M|اوس_RB|د_IN|نړۍ_NN.C.1.F|په_IN|۱۸۴_NB|هېوادونو_NN.C.2|کې_PT|خپور_JJ|شوی_VB.DX|دی_VB.PC
90386,"هغه_DT|کسان_NN.C.2|چې_CC|د_IN|يوې_NB|پروژې_NN.C.1.F|مالکيت_NN.C.1.M|او_CC|يا_CC|هم_RB|مشري_NN.C.1.F|په غاړه_RB|ولري_VB.H|،_PU|په_IN|دې_DT|هکله_RB|ډېر_JJ|زيات_JJ|جزيات_NN.C.2|نه_PT|دي_VB.PC|ورکړل_VB.D|شوي_VB.DX|دا_DT|به_BA|څه_RB|ډول_NN.C.1.M|پروژې_NN.C.1.F|وي_VB.DC"
16563,تالبانو_NN.C.2|څو_RP|ځله_NN.C.2|له_IN|امريکا_NN.P|غوښتي_JJ|چې_CC|په_IN|افغانستان_NN.P|کې_PT|د_IN|بد_JJ|وضعيت_NN.C.1.M|د_IN|له منځه_RB|وړلو_VB.G|لپاره_PT|بايد_RB|د_IN|افغانستان_NN.P|کنګل_JJ|شوې_VB.DX|پیسې_NN.C.2|ازادي_NN.C.1.F|کړي_VB.DX
50245,د_IN|فرانسې_NN.P|نه_PT|وړاندې_RB|جرمني_NN.P|او_CC|هالنډ_NN.P|هم_RB|د_IN|افغان_JJ|کډوالو_JJ|د_IN|ایستلو_VB.G|بهیر_NN.P|ځنډولی_VB.D|و_VB.INF
40343,د_IN|ځینو_JJ|درملو_NN.C.2|کارول_VB.INF|انسان_NN.C.1.M|د_IN|عادي_JJ|حالت_NN.C.1.M|څخه_PT|اړوي_VB.P|او_CC|بدن_NN.C.1.M|یې_PR.C|په_IN|دوامداره_JJ|توګه_NN.C.1.F|د_IN|تودوخې_NN.C.1.F|احساس_NN.C.1.M|کوي_VB.PX
67659,"راشدخان_NN.P|،_PU|لومړی_JJ|افغان_JJ|چې_CC|ټسټ_NN.C.2|لوبه_NN.C.1.F|کې_PT|پنځه_NB|لوبغاړي_NN.C.2|سوځوي_VB.P"
3514,امریکا_NN.P|شاوخوا_RB|دوې_PR.P.iii|میاشتې_NN.C.1.F|وړاندې_RB|د_IN|قطر_NN.P|په_IN|دوحه_NN.P|کې_PT|له_IN|طالب_NN.C.1.M|اورپکو_NN.C.2|سره_PT|د_IN|سولې_NN.C.1.F|لومړی_JJ|تړون_NN.C.1.M|لاسلیک_NN.C.1.M|کړ_VB.DX
63284,"درې_NB|لوبغاړي_NN.C.2|اکرام_NN.P|علي_NN.P|خېل_NN.C.1.M|،_PU|کریم جنت_NN.P|او_CC|سعید_NN.P|شېرزاد_NN.P|د_IN|احتیاطي_JJ|لوبغاړو_NN.C.2|په_IN|توګه_NN.C.1.F|غوره_JJ|شوي_VB.DX|دي_VB.PC"
38941,د_IN|ترکیې_NN.P|د_IN|دفاع_NN.C.1.F|وزیر_NN.P|د_IN|دغه_DT|څرګندونو_NN.C.2|په وړاندې_RB|ارمنستان_NN.P|سمدستي_RB|کوم_RB|غبرګون_NN.C.1.M|نه_PT|دی_VB.PC|ښودلی_VB.D
77854,که څه_RB|هم_RB|د_IN|طالبانو_NN.C.2|او_CC|امریکا_NN.P|ترمنځ_PT|د_IN|دوحې_NN.P|د_IN|تړون_NN.C.1.M|پر_IN|اساس_NN.C.1.M|باید_RP|امریکايي_JJ|سرتېري_NN.C.2|د_IN|مې_PR.C|په_IN|میاشت_NN.C.1.F|کې_PT|وتلي_VB.D|وای_VB.H
8274,"پاکستاني_JJ|وزير_NN.C.1.M|دا_DT|څرګندونې_VB.P|په_IN|داسې_RB|مهال_RB|کړي_VB.DX|،_PU|چې_CC|طالبانو_NN.C.2|د_IN|دې_DT|اغزن_JJ|تار_NN.C.1.M|د_IN|لګولو_VB.G|ظاهري_JJ|مخالفت_NN.C.1.M|کړی_VB.DX|دی_VB.PC"
10260,په_IN|ایران_NN.P|کې_PT|بیا_RB|د_IN|کورونا_NN.P|د_IN|قربانیانو_NN.C.2|شمېر_NN.C.1.M|تر_IN|۷۰۰_NB|هم_RB|واوښت_VB.D
30108,خو_CC|له_IN|هانګ کانګ_NN.P|څخه_PT|يې_PR.C|د_IN|یوې_DT|ماتې_NN.C.1.F|تریخ_JJ|خوند_NN.C.1.M|هم_RB|وڅکه_NN.C.1.F
53740,"د_IN|کریمي_NN.P|په_IN|خبره_NN.C.1.F|،_PU|دوی_PR.P.iii|په_IN|خپلو_JJ|حکومتي_JJ|چارو_NN.C.1.M|کې_PT|په_IN|خپلواکه_JJ|ډول_NN.C.1.M|پریکړې_NN.C.1.F|کوي_VB.PX"
46461,د_IN|طالبانو_NN.C.2|له_IN|واکمنیدو_VB.G|مخکې_JJ|افغانستان_NN.P|۱۳۰_NB|خصوصي_JJ|پوهنتونونه_NN.C.2|لرل_VB.INF
86555,نور_JJ|علي_NN.P|په_IN|دومره_JJ|موده_NN.C.1.F|کې_PT|په_IN|لوبډلې_NN.C.1.F|کې_PT|د_IN|خپل_JJ|نشتوالي_NN.C.2|اصلي_JJ|لامل_NN.C.1.M
69816,سرچينې_NN.C.2|د_IN|یادو_JJ|خبرو_NN.C.2|په_IN|اړه_NN.C.1.F|ډېر_JJ|جزییات_NN.C.2|نه_PT|دي_VB.PC|ورکړي_VB.D
6251,بشري_JJ|هڅو_NN.C.2|او_CC|کډوالۍ_JJ|بحث_NN.C.1.M|وکړ_VB.DX|او_CC|توافق_NN.C.1.M|وشو_VB.DX|چې_CC|په_IN|ټولو_RB|برخو_NN.C.2|کې_PT|نږدې_JJ|روابط_NN.C.2|ولري_VB.H
55834,د_IN|میدان_NN.C.1.M|وردګ_NN.P|اوسېدونکی_NN.C.1.M|محمدکبیر_NN.P|شاوخوا_RB|څوارلس_NB|کاله_NN.C.2|کیږي_VB.P|په_IN|نشو_NN.C.2|اخته_JJ|دی_VB.PC|چې_CC|اوس_RB|په_IN|غزني_NN.P|ښار_NN.C.1.M|کې_PT|د_IN|معتادینو_NN.C.2|په_IN|یوه_DT|سمڅه_NN.C.1.F|کې_PT|اوسیږي_VB.P
65022,"دواړو_NB|محمد_NN.P|نبي_NN.P|او_CC|راشدخان_NN.P|امریکا_NN.P|غږ_NN.C.1.M|ته_PT|وویل_VB.INF|چې_CC|په_IN|دغو_DT|سیالیو_NN.C.2|کې_PT|چې_CC|هر_JJ|څه_RB|زده_JJ|کوي_VB.PX|،_PU|بېرته_RB|یې_PR.C|افغانستان_NN.P|او_CC|افغان_JJ|لوبغاړو_NN.C.2|ته_PT|انتقالوي_VB.P"
79933,له_IN|د_IN|دې_DT|سره سره_RB|په_IN|تیرو_JJ|څلورو_NB|کلونو_NN.C.2|کې_PT|داعش_NN.P|په_IN|عراق_NN.P|او_CC|حتی_RB|بغداد_NN.C.1.M|کې_PT|مرګوني_JJ|بریدونه_NN.C.2|کړي_VB.DX|دي_VB.PC
27786,خو_CC|تراوسه_RB|پورې_PT|د_IN|منځنۍ_JJ|اسيا_NN.P|د_IN|هېڅ_RP|هېواد_NN.C.1.M|څخه_PT|امریکا_NN.P|ته_PT|د_IN|اډو_RB|ورکولو_VB.G|مثبت_JJ|ځواب_NN.C.1.M|نه_PT|دی_VB.PC|ورکړل_VB.D|شوی_VB.DX
69339,زمونږ_PR.P$|احساساتي_JJ|حالت_NN.C.1.M|او_CC|دا_DT|چې_CC|څومره_PR.Q|جنسي_JJ|ارتباط_NN.C.1.M|لرلی_VB.D|شو_VB.DX|دا_DT|ټول_JJ|په_IN|اوږد_JJ|او_CC|روغ رمټ_JJ|ژوند_NN.C.1.M|کولو_VB.G|کې_PT|رول_NN.C.1.M|لري_VB.P
80440,له_IN|دې_DT|مخکې_JJ|د_IN|افغانستان_NN.P|لپاره_PT|د_IN|پاکستان_NN.P|د_IN|لومړي وزیر_NN.C.1.M|سلاکار_NN.C.1.M|صادق_JJ|خان_NN.P|ویلي_VB.D|وو_VB.DC
91282,هغه_DT|وویل_VB.INF|چې_CC|د_IN|ټاس_NN.C.1.M|له_IN|ګټلو_VB.G|وروسته_RB|د_IN|افغانستان_NN.P|په_IN|پرېکړې_NN.C.1.F|حیران_JJ|شو_VB.DX|خو_CC|زیاته_RB|یې_PR.C|کړه_NN.C.1.F|چې_CC|د_IN|هرې_PR.DIS|لوبډلې_NN.C.1.F|خپل_JJ|پلان_NN.C.1.M|وي_VB.DC
22027,چې_CC|د_IN|خوارځواکۍ_JJ|د_IN|شدت_NN.C.1.M|له کبله_RB|د_IN|۳_NB|میلیونه_NB|افغان_JJ|ماشومانو_NN.C.2|ژوند_NN.C.1.M|له_IN|بالقوه_RB|خطر_NN.C.1.M|سره_PT|مخ_NN.C.1.M|دی_VB.PC
45446,د_IN|طالبانو_NN.C.2|د_IN|حکومت_NN.C.1.M|چارواکو_NN.C.2|په_IN|دې_DT|اړه_NN.C.1.F|شويو_VB.N|ادعاوو_NN.C.2|ته_PT|کوم_RB|غبرګون_NN.C.1.M|نه_PT|دی_VB.PC|ښودلی_VB.D
92957,همدارنګه_RB|په_IN|تیرو_JJ|۲۴_NB|ساعتونو_NN.C.2|کې_PT|د_IN|دوو_NB|تنو_NN.C.2|په_IN|مړه_JJ|کېدو_VB.G|سره_PT|د_IN|کرونا_NN.P|ویروس_NN.C.1.M|له امله_RB|د_IN|ټولو_RB|مړو_JJ|شوو_VB.N|کسانو_NN.C.2|شمېر_NN.C.1.M|۱۴۷۹_NB|تنو_NN.C.2|ته_PT|ورسېد_VB.D
39451,د_IN|جاپان_NN.P|په_IN|زندانونو_NN.C.2|کې_PT|څه_RB|باندې_RB|۱۰۰_NB|کسان_NN.C.2|چې_CC|د_IN|مرګ_NN.C.1.M|په_IN|سزا_NN.C.1.F|محکوم_JJ|شوي_VB.DX
